X,Y,FID,Actief,Type,Locatie,Code,Naam,Aanduiding,Straat,Wijk,Plaatsnaam,Gemeente,Beheerder,Objectgroe,Typenummer,Bouwjaar,Levensduur
4.339493335279065,51.983354113800814,102,TRUE,Speelplek,2201-13 - Maliesingel,2201-13,Maliesingel,Speelplaats,Maliesingel,Tanthof west 22,Delft,Delft,Gemeente, , ,2001,16
4.345882533470556,51.986929429096151,103,TRUE,Speelplek,2509-43 - Marchall laan,2509-43,Marchall laan,Speelplaats,Marchallaan,Buitenhof,Delft,Delft,Gemeente, , ,2003,15
4.364861633156605,52.015363068372906,104,TRUE,Speelplek,1204-43 - Maria van Oosterwijckstraat,1204-43,Maria van Oosterwijckstraat,Speelplaats,Maria van Oosterwijckstraat,Vrijenban 12,Delft,Delft,Gemeente, , ,2002,15
4.348457427143924,52.015549451808525,105,TRUE,Speelplek,1301-01 - Markenplein,1301-01,Markenplein,Trapveld,Markenplein,Hof van Delft,Delft,Delft,Gemeente, , ,2012,15
4.3575198160016,52.015477512713012,106,TRUE,Speelplek,1103-21 - Mastenstraat Van der,1103-21,Mastenstraat Van der,Speelplaats,Mastenstraat Van der,Binnenstad,Delft,Delft,Gemeente, , ,2002,16
4.342856659429368,51.977634401394646,107,TRUE,Speelplek,2204-29 - Medinastraat trapveld,2204-29,Medinastraat trapveld,Trapveld,Medinastraat,Tanthof west 22,Delft,Delft,Gemeente, , ,2012,20
4.355875044528528,51.980852103214964,108,TRUE,Speelplek,2303-31 - Meerkoetpad korfbalveld,2303-31,Meerkoetpad korfbalveld,Korfbal,Meerkoetpad,Tanthof Oost,Delft,Delft,Gemeente, , ,2006,15
4.352699127030031,51.994377658403693,109,TRUE,Speelplek,2405-07 - Menno ter Braaklaan trapveld,2405-07,Menno ter Braaklaan trapveld,korf/volley,Menno ter Braaklaan,Voorhof 24,Delft,Delft,Gemeente, , ,2003,20
4.347758068577018,51.982251415736897,110,TRUE,Speelplek,2203-23 - Mexicohof,2203-23,Mexicohof,Speelplaats,Mexicohof,Tanthof west 22,Delft,Delft,Gemeente, , ,2001,16
4.36478071746112,52.006056072092015,111,TRUE,Speelplek,2800-01 - Mijnbouwstraat,2800-01,Mijnbouwstraat,Speelplaats,Mijnbouwstraat,Wippolder 28,Delft,Delft,Gemeente, , ,2003,15
4.357279100697379,51.998211655900818,112,TRUE,Speelplek,2403-09 - Minervaplein,2403-09,Minervaplein,Speel/trap,Minervaplein,Voorhof 24,Delft,Delft,Gemeente, , ,2005,15
4.346080487858218,52.000825317882722,113,TRUE,Speelplek,1404-28 - Minette Stormstraat,1404-28,Minette Stormstraat,Speel/trap,Minette Stormstraat,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2002,15
4.330004093520387,52.012743703883551,114,TRUE,Speelplek,2614-10 - Moermantuinen,2614-10,Moermantuinen,Speelplaats,Moermantuinen,Harnaschpolder,Delft,Delft,Gemeente, , ,2013,20
4.339246364263321,52.000563758579126,115,TRUE,Speelplek,2614-01 - Molenweide,2614-01,Molenweide,Speelplaats,Molenweide,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2008,15
4.359172903955319,51.992947371824762,116,TRUE,Speelplek,2407-02 - Multatuliweg t.o.v. Lidle,2407-02,Multatuliweg t.o.v. Lidle,Speel/trap,Multatuliweg/ Heijermanlaan,Voorhof 24,Delft,Delft,Gemeente, , ,2003,15
4.373887334640536,52.00493922120566,117,TRUE,Speelplek,2801-11 - Muyskenlaan trapveld,2801-11,Muyskenlaan trapveld,Trapveld,Muyskenlaan,Wippolder 28,Delft,Delft,Gemeente, , ,2004,20
4.34607287338144,51.981098979012543,118,TRUE,Speelplek,2202-22 - Nairobiplaats/Kenyattastraat,2202-22,Nairobiplaats/Kenyattastraat,Speelplaats,Nairobiplaats/Kenyattastraat,Tanthof west 22,Delft,Delft,Gemeente, , ,2003,15
4.379630311945097,52.007160032936639,119,TRUE,Speelplek,2802-12 - Nassauplein,2802-12,Nassauplein,Speel/trap,Nassauplein,Wippolder 28,Delft,Delft,Gemeente, , ,2003,15
4.34403986264523,51.982463720801789,120,TRUE,Speelplek,2202-21 - Nigeriastraat,2202-21,Nigeriastraat,Speel/trap,Nigeriastraat / de Bron,Tanthof west 22,Delft,Delft,Gemeente, , ,2007,15
4.328005352353801,52.012015344345706,121,TRUE,Speelplek,2614-11 - Noweetuinen,2614-11,Noweetuinen,Speelplaats,Noweetuinen,Harnaschpolder,Delft,Delft,Gemeente, , ,2016,12
4.350595550590986,51.979517604465059,122,TRUE,Speelplek,2204-27 - Oe Thanstraat,2204-27,Oe Thanstraat,Speelplaats,Oe Thanstraat,Tanthof west 22,Delft,Delft,Gemeente, , ,2016,15
4.343195343615929,51.984054805234287,123,TRUE,Speelplek,2202-11 - Oliver Tombapad trapveld,2202-11,Oliver Tombapad trapveld,Trapveld,Oliver Tombopad,Tanthof west 22,Delft,Delft,Gemeente, , ,2003,14
4.370925418113975,52.011366294963196,124,TRUE,Speelplek,1207-02 - Oostblok,1207-02,Oostblok,Speelplaats,Oostblok,Vrijenban 12,Delft,Delft,Gemeente, , ,2002,16
4.36268721392969,52.01599423669068,125,TRUE,Speelplek,1204-07 - Oostsingel,1204-07,Oostsingel,Speelplaats,Oostsingel,Vrijenban 12,Delft,Delft,Gemeente, , ,2010,11
4.366617352628006,52.012050017279705,126,TRUE,Speelplek,1108-31 - Oranjestraat,1108-31,Oranjestraat,Speel/trap,Oranjestraat,Binnenstad,Delft,Delft,Gemeente, , ,2001,20
4.351926592009166,51.985359474402031,127,TRUE,Speelplek,2203-05 - Orinocostraat,2203-05,Orinocostraat,Speelplaats,Orinocostraat,Tanthof west 22,Delft,Delft,Gemeente, , ,2009,12
4.369001196850386,52.017051891705194,128,TRUE,Speelplek,1206-08 - Oude IJsbaan,1206-08,Oude IJsbaan,Speelplaats,Oude IJsbaan,Vrijenban 12,Delft,Delft,Gemeente, , ,2011,12
4.369271341024665,52.017870769637192,129,TRUE,Speelplek,1206-08A - Oude IJsbaan trapveld,1206-08A,Oude IJsbaan trapveld,Trapveld,Oude IJsbaan,Vrijenban 12,Delft,Delft,Gemeente, , ,2014,20
4.358686919013959,52.016065156031203,130,TRUE,Speelplek,1103-22 - Paardenmarkt,1103-22,Paardenmarkt,Speelplaats,Paardenmarkt,Binnenstad,Delft,Delft,Gemeente, , ,2013,12
4.350627841645635,51.998848813527701,131,TRUE,Speelplek,2424-00 - Poptahof Waterspeeltuin,2424-00,Poptahof Waterspeeltuin,Speel/trap,Pad Van Troje,Voorhof 24,Delft,Delft,Gemeente, , ,2008,15
4.335581406831088,52.009143740322173,132,TRUE,Speelplek,1405-06 - Park Hof van Delft,1405-06,Park Hof van Delft,Speelplaats,Park Hof van Delft,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2002,15
4.334775679033541,52.009178247095463,133,TRUE,Speelplek,1405-06A - Park Hof van Delft trapveld,1405-06A,Park Hof van Delft trapveld,Trapveld,Park Hof van Delft,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2001,16
4.331863356224694,52.008862369355668,134,TRUE,Speelplek,1405-03A - Parkzoom,1405-03A,Parkzoom,Speelplaats,Parkzoom,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2019,15
4.36210136824001,52.017442447295686,135,TRUE,Speelplek,1204-08 - Pieter de Hooghstraat,1204-08,Pieter de Hooghstraat,Speelplaats,Pieter de Hooghstraat,Vrijenban 12,Delft,Delft,Gemeente, , ,2006,12
4.351732532786426,52.019234866661108,136,TRUE,Speelplek,1101-17 - Pieter Hendrikstraat,1101-17,Pieter Hendrikstraat,Speelplaats,Pieter Hendrikstraat,Binnenstad,Delft,Delft,Gemeente, , ,2010,15
4.362261184944661,52.009518853989775,137,TRUE,Speelplek,1107-29A - Pieterstraat trapveld,1107-29A,Pieterstraat trapveld,Trapveld,Pieterstraat,Binnenstad,Delft,Delft,Gemeente, , ,2002,16
4.348289908056377,51.992596326313425,138,TRUE,Speelplek,2506-34 - Pijpering,2506-34,Pijpering,Speel/trap,Pijpering,Buitenhof,Delft,Delft,Gemeente, , ,2003,15
4.345442181258425,51.991911278104034,139,TRUE,Speelplek,2506-37 - Pijpering met schommel,2506-37,Pijpering met schommel,Speelplaats,Pijpering,Buitenhof,Delft,Delft,Gemeente, , ,2003,15
4.351727237158146,52.006973969267754,140,TRUE,Speelplek,1307-25 - Plateelstraat,1307-25,Plateelstraat,Speelplaats,Plateelstraat,Hof van Delft,Delft,Delft,Gemeente, , ,2002,15
4.37909965506623,52.002661096416574,141,TRUE,Speelplek,2806-06 - Prof. Evertslaan 1,2806-06,Prof. Evertslaan 1,Speelplaats,Prof. Evertslaan,Wippolder 28,Delft,Delft,Gemeente, , ,2003,15
4.382814213261284,52.003854204180534,142,TRUE,Speelplek,2806-08 - Prof. Evertslaan 5,2806-08,Prof. Evertslaan 5,Speelplaats,Prof. Evertslaan,Wippolder 28,Delft,Delft,Gemeente, , ,2003,15
4.379770071787418,52.004110705561068,143,TRUE,Speelplek,2806-09 - Prof. Krausstraat,2806-09,Prof. Krausstraat,Speelplaats,Prof. Krausstraat,Wippolder 28,Delft,Delft,Gemeente, , ,2012,12
4.354656962917073,52.006477725338293,144,TRUE,Speelplek,1307-23 - Raamstraat,1307-23,Raamstraat,Speelplaats,Raamstraat,Hof van Delft,Delft,Delft,Gemeente, , ,2002,16
4.358091253910926,52.022572163499348,145,TRUE,Speelplek,1203-11 - Ramaerstraat,1203-11,Ramaerstraat,Speelplaats,Ramaerstraat,Vrijenban 12,Delft,Delft,Gemeente, , ,2002,15
4.339426948047723,51.998669167660715,146,TRUE,Speelplek,2500-27 - Reinier de Graafweg II,2500-27,Reinier de Graafweg II,Speelplaats,Reinier de Graafweg,Buitenhof,Delft,Delft,Gemeente, , ,2002,16
4.365498146824925,52.014300634216532,147,TRUE,Speelplek,1204-05 - Renswoudestraat,1204-05,Renswoudestraat,Speelplaats,Renswoudestraat van,Vrijenban 12,Delft,Delft,Gemeente, , ,2012,12
4.348515592041107,51.983145933185355,148,TRUE,Speelplek,2203-06A - Rio de Janeiropad,2203-06A,Rio de Janeiropad,Speelplaats,Rio de Janeiropad,Tanthof west 22,Delft,Delft,Gemeente, , ,2002,16
4.35819260043521,51.982307099617572,149,TRUE,Speelplek,2303-25 - Roerdomphof,2303-25,Roerdomphof,Speelplaats,Roerdomphof,Tanthof Oost,Delft,Delft,Gemeente, , ,2003,15
4.362924925328422,52.005224293257697,150,TRUE,Speelplek,2800-05 - Groentje t',2800-05,Groentje t',Speelplaats,Rotterdamseweg,Wippolder 28,Delft,Delft,Gemeente, , ,2007,12
4.348681560494718,52.01426998150675,151,TRUE,Speelplek,1301-03 - Ruys de Beerenbrouckplein,1301-03,Ruys de Beerenbrouckplein,Speelplaats,Ruys de Beerenbrouckplein,Hof van Delft,Delft,Delft,Gemeente, , ,2008,12
4.323176429229375,52.009308116416278,152,TRUE,Speelplek,2614-14 - Schenkelveldtuinen,2614-14,Schenkelveldtuinen,Speelplaats,Schenkelveldtuinen,Harnaschpolder,Delft,Delft,Gemeente, , ,2018,12
4.343413659704639,51.992979693317928,153,TRUE,Speelplek,2503-15 - Schubertlaan,2503-15,Schubertlaan,Speelplaats,Schubertlaan,Buitenhof,Delft,Delft,Gemeente, , ,2003,15
4.342151092548743,51.992686147327838,154,TRUE,Speelplek,2503-15A - Schubertlaan trapveld,2503-15A,Schubertlaan trapveld,Trapveld,Schubertlaan,Buitenhof,Delft,Delft,Gemeente, , ,2002,17
4.343580672082961,51.994287523354281,155,FALSE,Speelplek,2503-16 - Buitenhof dreef trapveld,2503-16,Buitenhof dreef trapveld,Trapveld,Schubertlaan,Buitenhof,Delft,Delft,Gemeente, , ,2002,15
4.358533421779726,52.014863448759179,156,TRUE,Speelplek,1103-20 - Schuttersveld,1103-20,Schuttersveld,Speelplaats,Schuttersveld,Binnenstad,Delft,Delft,Gemeente, , ,2004,15
4.337393106820755,51.994129201242117,157,TRUE,Speelplek,2501-22 - Sibeliuslaan,2501-22,Sibeliuslaan,Speelplaats,Sibeliuslaan,Buitenhof,Delft,Delft,Gemeente, , ,2019,15
4.351522452954141,52.011090311716949,158,TRUE,Speelplek,1305-18 - Sint Olofstraat,1305-18,Sint Olofstraat,Speelplaats,Sint Olofstraat,Hof van Delft,Delft,Delft,Gemeente, , ,2002,16
4.351020390002342,52.010874026618168,159,TRUE,Speelplek,1305-19 - Olofspark,1305-19,Olofspark,Speelplaats,Sint Olofstraat,Hof van Delft,Delft,Delft,Gemeente, , ,2009,12
4.353181168741401,51.989309498549588,160,TRUE,Speelplek,2624-01 - Slauerhofflaan,2624-01,Slauerhofflaan,Trapveld,Slauerhofflaan,Voorhof 24,Delft,Delft,Gemeente, , ,2013,15
4.373083726017864,52.011908325035087,161,TRUE,Speelplek,1207-03 - Stille Putten,1207-03,Stille Putten,Speelplaats,Stille Putten,Vrijenban 12,Delft,Delft,Gemeente, , ,2010,15
4.346985640086605,51.978032516277374,162,TRUE,Speelplek,2204-28 - Straat van Ormoes,2204-28,Straat van Ormoes,Speelplaats,Straat van Ormoes,Tanthof west 22,Delft,Delft,Gemeente, , ,2002,15
4.334865361967349,51.9944241087561,163,TRUE,Speelplek,2501-23 - Strauspad trapveld,2501-23,Strauspad trapveld,Trapveld,Strauspad,Buitenhof,Delft,Delft,Gemeente, , ,2002,18
4.339537012447123,51.995248274191134,164,TRUE,Speelplek,2501-25 - Strauspad trapveld kunstgras,2501-25,Strauspad trapveld kunstgras,Trapveld,Strauspad,Buitenhof,Delft,Delft,Gemeente, , ,2008,15
4.337239081542528,51.994787159245149,165,TRUE,Speelplek,2501-24 - Strauspad fitness,2501-24,Strauspad fitness,Fitness,Strauspad,Buitenhof,Delft,Delft,Gemeente, , ,2017,15
4.346499106494075,51.980621668574301,166,TRUE,Speelplek,2204-25 - Syriesingel,2204-25,Syriesingel,Speelplaats,Syriesingel,Tanthof west 22,Delft,Delft,Gemeente, , ,2003,15
4.367132575144201,52.011570345763666,167,TRUE,Speelplek,1108-32 - Carto t',1108-32,Carto t',Speelplaats,'t Carto,Binnenstad,Delft,Delft,Gemeente, , ,2010,15
4.367691916337545,51.984300193070155,168,TRUE,Speelplek,2300-13 - Tanthofdreef trapveld,2300-13,Tanthofdreef trapveld,Trapveld,Tanthofdreef,Tanthof Oost,Delft,Delft,Gemeente, , ,2017,20
4.346433535897515,52.012304224032782,169,TRUE,Speelplek,1303-13 - Thorbeckestraat,1303-13,Thorbeckestraat,Speelplaats,Thorbeckestraat,Hof van Delft,Delft,Delft,Gemeente, , ,2009,12
4.362931447050283,52.013403450289388,170,TRUE,Speelplek,1103-26 - Trompetstraat,1103-26,Trompetstraat,Speelplaats,Trompetstraat,Binnenstad,Delft,Delft,Gemeente, , ,2016,15
4.345480243405189,51.984027867337169,171,TRUE,Speelplek,2202-08 - Tunesieplaats,2202-08,Tunesieplaats,Speelplaats,Tunesieplaats,Tanthof west 22,Delft,Delft,Gemeente, , ,2003,17
4.364778373318518,51.982067618331818,172,TRUE,Speelplek,2304-17 - Valkenlaan,2304-17,Valkenlaan,Speelplaats,Valkenlaan,Tanthof Oost,Delft,Delft,Gemeente, , ,2009,12
4.353654817359598,52.005293011727645,173,TRUE,Speelplek,1307-woc-01 - Bleiswijckstraat van,1307-woc-01,Bleiswijckstraat van,Bewaakte speelplaats van derden,Van Bleiswijckstraat,Hof van Delft,Delft,Delft,Beheerder speelplek van Bleiswijckstraat, , , ,0
4.335904345300446,52.010565516306698,174,TRUE,Speelplek,1401-07A - Blommesteinstraat Van trapveld,1401-07A,Blommesteinstraat Van trapveld,Trapveld,Van Blommesteinstraat,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2003,15
4.347129418129572,51.993839928007972,175,TRUE,Speelplek,2505-33 - Horststraat van der,2505-33,Horststraat van der,Speelplaats,van der Horststraat,Buitenhof,Delft,Delft,Gemeente, , ,2003,16
4.339066353237748,51.988563841013608,176,TRUE,Speelplek,2507-09 - Kamlaan Van der,2507-09,Kamlaan Van der,Speelplaats,Van der Kamlaan,Buitenhof,Delft,Delft,Gemeente, , ,2015,13
4.364650627097151,52.005054757370665,177,TRUE,Speelplek,2800-02 - Buurthuis Rotterdamseweg,2800-02,Buurthuis Rotterdamseweg,Speelplaats,Van Speykstraat,Wippolder 28,Delft,Delft,Gemeente, , ,2002,15
4.328283247559372,52.008576547336908,178,TRUE,Speelplek,2614-16 - Venlokas,2614-16,Venlokas,speelplek,Venlokas,Harnaschpolder,Delft,Delft,Gemeente, , ,2020,15
4.343050238537659,51.996100002166457,179,TRUE,Speelplek,2501-26 - Verdiplein,2501-26,Verdiplein,Speelplaats,Verdiplein,Buitenhof,Delft,Delft,Gemeente, , ,2017,16
4.351532153041116,52.010191423946331,180,TRUE,Speelplek,1305-17 - Verlengde Singelstraat,1305-17,Verlengde Singelstraat,Speelplaats,Verlengde Singelstraat,Hof van Delft,Delft,Delft,Gemeente, , ,2019,10
4.355270422513968,51.984545519125795,181,TRUE,Speelplek,2301-31 - Veulenkamp,2301-31,Veulenkamp,Speelplaats,Veulenkamp,Tanthof Oost,Delft,Delft,Gemeente, , ,2003,16
4.363706165496668,51.984221272172327,182,TRUE,Speelplek,2304-11 - Vinkenlaan,2304-11,Vinkenlaan,Speelplaats,Vinkenlaan,Tanthof Oost,Delft,Delft,Gemeente, , ,2002,16
4.356313560828137,52.01470596284733,183,TRUE,Speelplek,1103-23 - Visstraat,1103-23,Visstraat,Speelplaats,Visstraat,Binnenstad,Delft,Delft,Gemeente, , ,2011,15
4.338284339013069,51.992724461280687,184,TRUE,Speelplek,2503-18A - Gillisbuurt speelhof,2503-18A,Gillisbuurt speelhof,Speel/trap,Vivaldilaan,Buitenhof,Delft,Delft,Gemeente, , ,2010,10
4.370437417339821,52.013312560470077,185,TRUE,Speelplek,1207-04 - Vondelstraat,1207-04,Vondelstraat,Speel/trap,Vondelstraat,Vrijenban 12,Delft,Delft,Gemeente, , ,2018,13
4.360489536462696,51.995749895428467,186,TRUE,Speelplek,2403-02 - Vulcanusweg,2403-02,Vulcanusweg,Speelplaats,Vulcanusweg,Voorhof 24,Delft,Delft,Gemeente, , ,2008,12
4.360373524239693,51.997089834957059,187,FALSE,Speelplek,0000-00 - Test,0000-00,Test,Test speelplek,Vulcanusweg,Voorhof 24,Delft,Delft,Gemeente, , ,2019,12
4.346091559741444,51.993787513703744,188,TRUE,Speelplek,2505-32 - Wagenaarstraat,2505-32,Wagenaarstraat,Trapveld,Wagenaarstraat,Buitenhof,Delft,Delft,Gemeente, , ,2019,17
4.356586275699069,51.983964420228915,189,TRUE,Speelplek,2303-32A - Waterhoenstraat,2303-32A,Waterhoenstraat,Speelplaats,Waterhoenstraat,Tanthof Oost,Delft,Delft,Gemeente, , ,2002,15
4.337616748479737,52.008109671917417,190,TRUE,Speelplek,1402-08A - Waterloop,1402-08A,Waterloop,Speelplaats,Waterloop,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2002,15
4.353750917738276,52.007151575917085,191,TRUE,Speelplek,1307-31 - Westerstraat,1307-31,Westerstraat,Speelplaats,Westerstraat,Hof van Delft,Delft,Delft,Gemeente, , ,2019,15
4.348134342817342,52.000209756664084,192,TRUE,Speelplek,2400-03 - Skatepark,2400-03,Skatepark,Skatepark,Westlandseweg,Voorhof 24,Delft,Delft,Gemeente, , ,2002,20
4.339810208909111,51.986935484740187,193,TRUE,Speelplek,2507-05 - Wielengahof,2507-05,Wielengahof,Speelplaats,Wielengahof,Buitenhof,Delft,Delft,Gemeente, , ,2012,8
4.339878899158911,51.987909497999226,194,TRUE,Speelplek,2507-08 - Wilhelminalaan basket,2507-08,Wilhelminalaan basket,Speel/trap,Wilhelminalaan,Buitenhof,Delft,Delft,Gemeente, , ,2018,12
4.357042563791317,51.995513118465112,195,TRUE,Speelplek,2406-05 - Willem Bilderdijkhof basket volley,2406-05,Willem Bilderdijkhof basket volley,Speelplaats,Willem Bilderdijkhof,Voorhof 24,Delft,Delft,Gemeente, , ,2002,15
4.353639802378083,51.993511041410841,196,TRUE,Speelplek,2405-08 - Willem de Merodestraat,2405-08,Willem de Merodestraat,Speel/trap,Willem de Merodestraat,Voorhof 24,Delft,Delft,Gemeente, , ,2018,13
4.364607748511122,51.981237908417341,197,TRUE,Speelplek,2305-20 - Willem Dreeslaan,2305-20,Willem Dreeslaan,Speelplaats,Willem Dreeslaan,Tanthof Oost,Delft,Delft,Gemeente, , ,2017,15
4.367406971865318,51.981746881952219,198,TRUE,Speelplek,2305-21 - Willem Dreeslaan achter woonwagens,2305-21,Willem Dreeslaan achter woonwagens,Speelplaats,Willem Dreeslaan,Tanthof Oost,Delft,Delft,Gemeente, , ,2002,16
4.36208029652329,51.980508763715974,199,TRUE,Speelplek,2305-22 - Willem Dreeslaan met grind,2305-22,Willem Dreeslaan met grind,Speelplaats,Willem Dreeslaan,Tanthof Oost,Delft,Delft,Gemeente, , ,2001,16
4.365428907412522,52.010794848132747,200,TRUE,Speelplek,1107-30 - Yperstraat,1107-30,Yperstraat,Speel/trap,Yperstraat,Binnenstad,Delft,Delft,Gemeente, , ,2015,12
4.358622323758046,51.982796343437904,201,TRUE,Speelplek,2303-30 - Zaagbekhof,2303-30,Zaagbekhof,Speelplaats,Zaagbekhof,Tanthof Oost,Delft,Delft,Gemeente, , ,2002,15
4.346815913337815,52.015724530348578,202,TRUE,Speelplek,1301-02 - Zocherweg,1301-02,Zocherweg,Speelplaats,Zocherweg,Hof van Delft,Delft,Delft,Gemeente, , ,2007,12
4.339973746169846,52.00743088416219,203,TRUE,Speelplek,1402-09 - Zonnepad,1402-09,Zonnepad,Speelplaats,Zonnepad,Voordijkshoorn 14,Delft,Delft,Gemeente, , ,2018,15
